latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-4.944287,119.62751,305.6,0.52,0.5,2022-04-28,1748,N,VIIRS,n,1,289.03,0.96,N,2
-3.871217,122.407799,312.89,0.39,0.59,2022-04-28,1748,N,VIIRS,n,1,286.4,0.9,N,2
-3.870695,122.404274,319.49,0.39,0.59,2022-04-28,1748,N,VIIRS,n,1,287.49,1.91,N,2
-3.870173,122.400734,312.83,0.39,0.59,2022-04-28,1748,N,VIIRS,n,1,287.38,1.91,N,2
-2.834204,122.154808,304.76,0.36,0.57,2022-04-28,1748,N,VIIRS,n,1,277.14,0.67,N,2
-2.824145,122.160065,305.15,0.36,0.57,2022-04-28,1748,N,VIIRS,n,1,284.23,1.77,N,2
-2.577006,121.385277,339.45,0.63,0.54,2022-04-28,1748,N,VIIRS,n,1,276.9,7.54,N,2
-2.576124,121.379265,321.55,0.63,0.54,2022-04-28,1748,N,VIIRS,n,1,275.84,7.54,N,2
-2.577214,121.386139,335.31,0.63,0.54,2022-04-28,1748,N,VIIRS,n,1,275.69,9.99,N,2
-2.576282,121.380127,339.56,0.63,0.54,2022-04-28,1748,N,VIIRS,n,1,277.21,14.55,N,2
0.777633,101.428162,303.87,0.63,0.72,2022-04-28,1748,N,VIIRS,n,1,285.75,1.2,N,2
0.847657,101.390923,301.91,0.64,0.72,2022-04-28,1748,N,VIIRS,n,1,287.03,0.58,N,0
-8.938026,117.638695,304.99,0.44,0.46,2022-04-28,1748,N,VIIRS,n,1,288.08,0.9,N,0
-8.116644,112.927284,303.96,0.39,0.36,2022-04-28,1748,N,VIIRS,n,1,276.54,1.35,N,1
-8.11329,112.927612,299.27,0.39,0.36,2022-04-28,1748,N,VIIRS,n,1,275.22,1,N,1
-8.112733,112.923988,329.26,0.39,0.36,2022-04-28,1748,N,VIIRS,n,1,275.82,2.84,N,1
5.22285,97.068771,301,0.56,0.52,2022-04-28,1924,N,VIIRS,n,1,267.88,0.33,N,2
5.227594,97.06958,296.62,0.56,0.52,2022-04-28,1924,N,VIIRS,n,1,265.54,0.33,N,0
0.777172,101.427795,299.84,0.65,0.73,2022-04-28,1930,N,VIIRS,n,1,285.03,0.62,N,2
-6.214526,138.752777,326.44,0.33,0.55,2022-04-29,0442,N,VIIRS,n,1,279.64,3.02,D,0
-1.816664,136.750763,341.39,0.57,0.52,2022-04-29,0448,N,VIIRS,n,1,285.31,9.07,D,3
-3.760298,120.124092,329.79,0.4,0.6,2022-04-29,0448,N,VIIRS,n,1,289.1,3.21,D,0
-2.811236,140.763565,347.35,0.51,0.66,2022-04-29,0448,N,VIIRS,n,1,283.91,12.84,D,0
-3.760931,120.123314,328.73,0.4,0.6,2022-04-29,0448,N,VIIRS,n,1,289.02,5.42,D,0
-3.211293,119.154373,333.8,0.46,0.63,2022-04-29,0448,N,VIIRS,n,1,287.99,3.93,D,0
2.299052,128.222809,341.68,0.38,0.36,2022-04-29,0448,N,VIIRS,n,1,289.29,5.18,D,0
-2.957645,115.298744,344.57,0.5,0.66,2022-04-29,0624,N,VIIRS,n,1,276.96,18.23,D,0
-2.958417,115.294167,357.16,0.5,0.66,2022-04-29,0624,N,VIIRS,n,1,279.98,18.23,D,0
-2.854731,110.383415,350.6,0.47,0.48,2022-04-29,0630,N,VIIRS,n,1,293.83,17.06,D,0
-2.575141,110.530968,340.05,0.48,0.48,2022-04-29,0630,N,VIIRS,n,1,293.02,4.44,D,0
-2.84901,110.391228,339.81,0.47,0.48,2022-04-29,0630,N,VIIRS,n,1,292.24,7.74,D,0
4.132495,97.047279,341.74,0.42,0.45,2022-04-29,0630,N,VIIRS,n,1,291.31,3.92,D,0
3.709433,98.509315,333.95,0.52,0.42,2022-04-29,0630,N,VIIRS,n,1,296.05,4.84,D,0
3.120729,97.948074,340.4,0.38,0.43,2022-04-29,0630,N,VIIRS,n,1,293.84,3.24,D,0
3.07055,98.082428,330.27,0.57,0.43,2022-04-29,0630,N,VIIRS,n,1,295.99,2.63,D,0
2.729301,97.676964,338.42,0.4,0.45,2022-04-29,0630,N,VIIRS,n,1,293.95,6.45,D,0
2.725206,97.67762,347.38,0.4,0.45,2022-04-29,0630,N,VIIRS,n,1,296.24,6.45,D,0
2.756284,99.815094,346.81,0.46,0.39,2022-04-29,0630,N,VIIRS,n,1,291.99,4.71,D,0
2.721795,99.815453,334.08,0.46,0.39,2022-04-29,0630,N,VIIRS,n,1,298.72,3.47,D,0
1.048021,99.729958,330.84,0.48,0.4,2022-04-29,0630,N,VIIRS,n,1,298.61,3.92,D,0
0.673423,109.360245,338.58,0.45,0.47,2022-04-29,0630,N,VIIRS,n,1,293.24,3.98,D,0
-0.665905,100.771271,338.57,0.45,0.39,2022-04-29,0630,N,VIIRS,n,1,289.43,5.24,D,0
0.508214,109.268097,339.15,0.44,0.46,2022-04-29,0630,N,VIIRS,n,1,292.12,4.54,D,0
0.50394,109.268829,334.38,0.44,0.46,2022-04-29,0630,N,VIIRS,n,1,289.8,4.54,D,0
0.505606,109.268433,341.88,0.44,0.46,2022-04-29,0630,N,VIIRS,n,1,292.11,8.73,D,0
0.435185,110.006241,339.57,0.5,0.49,2022-04-29,0630,N,VIIRS,n,1,292.07,14.67,D,0
0.00644,109.633827,340.35,0.46,0.47,2022-04-29,0630,N,VIIRS,n,1,290.21,3.71,D,0
-2.021756,102.115639,331.65,0.41,0.37,2022-04-29,0630,N,VIIRS,n,1,273.87,5.16,D,0
-0.589814,115.120766,331.51,0.53,0.67,2022-04-29,0630,N,VIIRS,n,1,284.8,3.56,D,2
-0.593034,115.121307,330.54,0.53,0.67,2022-04-29,0630,N,VIIRS,n,1,285.23,3.22,D,2
-1.437211,114.472672,347.62,0.47,0.64,2022-04-29,0630,N,VIIRS,n,1,285.24,9.26,D,0
-1.829046,112.413254,329.47,0.33,0.55,2022-04-29,0630,N,VIIRS,n,1,291.38,1.65,D,0
-3.64077,102.338417,338.34,0.42,0.37,2022-04-29,0630,N,VIIRS,n,1,289.01,4.24,D,0
-2.306637,111.104652,336.94,0.53,0.5,2022-04-29,0630,N,VIIRS,n,1,291.78,6.17,D,0
-2.305881,111.109482,335.82,0.53,0.5,2022-04-29,0630,N,VIIRS,n,1,290.94,6.17,D,0
-2.582489,121.384331,297.17,0.47,0.4,2022-04-29,1730,N,VIIRS,n,1,281.03,0.74,N,2
-2.578227,121.378693,307.36,0.47,0.4,2022-04-29,1730,N,VIIRS,n,1,283.89,2.35,N,2
-2.578912,121.383034,336.2,0.47,0.4,2022-04-29,1730,N,VIIRS,n,1,285.18,4.45,N,2
-2.575928,121.387886,304.95,0.47,0.4,2022-04-29,1730,N,VIIRS,n,1,283.23,2.77,N,2
-2.574565,121.379211,306.43,0.47,0.4,2022-04-29,1730,N,VIIRS,n,1,285.52,3.6,N,2
-2.575245,121.383537,331.3,0.47,0.4,2022-04-29,1730,N,VIIRS,n,1,286.73,2.77,N,2
-0.581945,117.386421,304.68,0.39,0.36,2022-04-29,1730,N,VIIRS,n,1,290.25,0.99,N,2
2.325241,117.551971,302.2,0.4,0.37,2022-04-29,1730,N,VIIRS,n,1,289.15,1.76,N,0
-4.947209,119.625778,310.5,0.42,0.38,2022-04-29,1730,N,VIIRS,n,1,293.93,2.5,N,2
-2.070035,104.06675,297.66,0.79,0.78,2022-04-29,1730,N,VIIRS,n,1,279.41,0.33,N,0
-2.583153,121.388733,298.89,0.48,0.4,2022-04-29,1730,N,VIIRS,n,1,282.19,0.74,N,2
-2.579599,121.387405,306.08,0.47,0.4,2022-04-29,1730,N,VIIRS,n,1,282.95,4.45,N,2
-8.11884,112.928017,298.34,0.5,0.41,2022-04-29,1730,N,VIIRS,n,1,281.48,0.68,N,1
-8.113887,112.921387,311.03,0.5,0.41,2022-04-29,1730,N,VIIRS,n,1,279.6,6.81,N,1
-8.114573,112.925491,334.09,0.5,0.41,2022-04-29,1730,N,VIIRS,n,1,293.29,11.03,N,1
-7.546977,110.428894,296.95,0.48,0.48,2022-04-29,1730,N,VIIRS,n,1,284.6,1,N,0
-7.544168,110.438889,302.5,0.48,0.48,2022-04-29,1730,N,VIIRS,n,1,283.98,1,N,0
-8.471026,118.271034,306.3,0.4,0.37,2022-04-29,1730,N,VIIRS,n,1,292.65,0.53,N,0
-8.392297,118.324875,304.65,0.4,0.37,2022-04-29,1730,N,VIIRS,n,1,292.92,0.66,N,0
-7.183828,111.690666,304.76,0.4,0.45,2022-04-29,1730,N,VIIRS,n,1,290.15,0.36,N,2
-7.029462,111.491783,304.79,0.42,0.45,2022-04-29,1730,N,VIIRS,n,1,290.14,0.41,N,0
-6.028912,105.958023,303.76,0.51,0.66,2022-04-29,1730,N,VIIRS,n,1,287.34,1.09,N,2
-6.013069,105.975075,348.15,0.51,0.66,2022-04-29,1730,N,VIIRS,n,1,288.45,6.47,N,2
-6.012891,105.971138,304.32,0.51,0.66,2022-04-29,1730,N,VIIRS,n,1,287.83,4.12,N,3
-6.013711,105.975838,340.46,0.51,0.66,2022-04-29,1730,N,VIIRS,n,1,288.28,4.12,N,3
-6.090338,106.520424,304.54,0.47,0.64,2022-04-29,1730,N,VIIRS,n,1,287.46,0.48,N,0
-6.378275,108.397568,310.88,0.34,0.56,2022-04-29,1730,N,VIIRS,n,1,289.09,2.15,N,3
-6.816146,111.884186,305.51,0.4,0.44,2022-04-29,1730,N,VIIRS,n,1,291.2,0.83,N,0
-6.763421,111.962616,313.83,0.39,0.44,2022-04-29,1730,N,VIIRS,n,1,291.42,2.48,N,3
-8.274253,123.510094,320.26,0.51,0.49,2022-04-29,1730,N,VIIRS,n,1,287.75,2.32,N,1
-8.273689,123.512589,306.87,0.51,0.49,2022-04-29,1730,N,VIIRS,n,1,285.6,1.02,N,1
-8.272811,123.506485,312.22,0.51,0.49,2022-04-29,1730,N,VIIRS,n,1,286.88,1.56,N,1
5.225784,97.100159,324.68,0.44,0.38,2022-04-29,1906,N,VIIRS,n,1,290.66,3.1,N,3
5.226799,97.071793,309.13,0.44,0.38,2022-04-29,1906,N,VIIRS,n,1,288.47,0.68,N,3
5.22327,97.07122,310.66,0.44,0.38,2022-04-29,1906,N,VIIRS,n,1,288.12,0.85,N,2
1.083704,104.218208,301.1,0.48,0.64,2022-04-29,1906,N,VIIRS,n,1,274.96,4.71,N,0
-3.370758,104.04245,298.59,0.54,0.68,2022-04-29,1912,N,VIIRS,n,1,283.38,1.59,N,0
-3.791026,103.819374,299.62,0.53,0.67,2022-04-29,1912,N,VIIRS,n,1,283.14,1.47,N,0
-3.787609,103.82093,309.23,0.53,0.67,2022-04-29,1912,N,VIIRS,n,1,283.4,1.17,N,0
-3.741047,103.76384,302.17,0.53,0.67,2022-04-29,1912,N,VIIRS,n,1,286.3,1.19,N,2
-3.534583,104.303566,299.79,0.57,0.69,2022-04-29,1912,N,VIIRS,n,1,274.79,1.02,N,0
-3.438259,103.699257,305.48,0.51,0.66,2022-04-29,1912,N,VIIRS,n,1,284.99,0.75,N,0
-2.646286,104.094795,322.78,0.53,0.67,2022-04-29,1912,N,VIIRS,n,1,284.76,3.2,N,0
-2.648897,104.095589,329.87,0.53,0.67,2022-04-29,1912,N,VIIRS,n,1,284.98,3.73,N,0
-4.087924,138.925262,329.66,0.54,0.42,2022-04-30,0424,N,VIIRS,n,1,296.03,3.46,D,0
-7.854337,138.86673,329.88,0.48,0.4,2022-04-30,0424,N,VIIRS,n,1,296.53,2.95,D,0
-7.559677,138.354401,329.21,0.45,0.39,2022-04-30,0424,N,VIIRS,n,1,288.04,3.51,D,0
0.481298,128.002396,331.9,0.42,0.45,2022-04-30,0430,N,VIIRS,n,1,295.97,5.11,D,2
0.481917,128.006378,327.56,0.42,0.45,2022-04-30,0430,N,VIIRS,n,1,295.05,5.11,D,2
0.483694,127.990219,331.07,0.42,0.45,2022-04-30,0430,N,VIIRS,n,1,295.01,4.95,D,2
-1.45753,127.438477,345.09,0.49,0.49,2022-04-30,0430,N,VIIRS,n,1,294.02,30.7,D,3
-1.458262,127.433723,331.03,0.49,0.49,2022-04-30,0430,N,VIIRS,n,1,292.16,13.75,D,3
-1.459382,127.437981,351.39,0.49,0.49,2022-04-30,0430,N,VIIRS,n,1,293.16,33.37,D,2
0.480093,127.994644,328.3,0.42,0.45,2022-04-30,0430,N,VIIRS,n,1,296.2,4.26,D,3
0.480695,127.998512,330.24,0.42,0.45,2022-04-30,0430,N,VIIRS,n,1,296.43,4.26,D,3
-1.572777,113.244522,329.48,0.56,0.43,2022-04-30,0606,N,VIIRS,n,1,293.03,2.71,D,3
-1.20759,113.383667,338.66,0.57,0.43,2022-04-30,0606,N,VIIRS,n,1,293.91,5.58,D,0
-2.671396,103.225868,340.53,0.43,0.46,2022-04-30,0606,N,VIIRS,n,1,281.78,5.27,D,0
-0.592677,115.121445,327.38,0.51,0.49,2022-04-30,0606,N,VIIRS,n,1,286.75,2.87,D,2
-0.073107,111.778915,328.38,0.48,0.4,2022-04-30,0606,N,VIIRS,n,1,285.09,3.97,D,0
-4.140155,114.715637,331.1,0.42,0.45,2022-04-30,0606,N,VIIRS,n,1,288.61,4.8,D,0
-3.099494,114.312279,332.75,0.41,0.45,2022-04-30,0606,N,VIIRS,n,1,291.85,1.51,D,0
-4.572661,103.987694,332.36,0.41,0.45,2022-04-30,0606,N,VIIRS,n,1,291.68,2.96,D,0
-4.475389,104.505066,334.79,0.57,0.43,2022-04-30,0606,N,VIIRS,n,1,290.11,5.43,D,0
-4.43236,104.577095,328.75,0.56,0.43,2022-04-30,0606,N,VIIRS,n,1,284.66,3.22,D,0
-4.369436,104.184662,327.06,0.39,0.44,2022-04-30,0606,N,VIIRS,n,1,292.57,2.45,D,0
-4.249826,104.762756,340.23,0.54,0.42,2022-04-30,0606,N,VIIRS,n,1,282.79,9.46,D,0
-4.249183,104.764725,340.73,0.54,0.42,2022-04-30,0606,N,VIIRS,n,1,282.13,13.24,D,0
-2.432557,111.29834,336.6,0.43,0.38,2022-04-30,0606,N,VIIRS,n,1,295.55,6.77,D,0
-2.066558,112.092216,343.4,0.47,0.4,2022-04-30,0606,N,VIIRS,n,1,295.83,8.39,D,0
-2.066955,112.092911,332.49,0.47,0.4,2022-04-30,0606,N,VIIRS,n,1,295.68,7.71,D,0
-8.696235,120.882385,329.41,0.46,0.63,2022-04-30,0606,N,VIIRS,n,1,294.7,2.6,D,0
-8.498757,118.63633,329.99,0.32,0.55,2022-04-30,0606,N,VIIRS,n,1,297.1,1.55,D,0
-6.308664,107.157631,328.13,0.43,0.38,2022-04-30,0606,N,VIIRS,l,1,298.6,3.36,D,0
-4.140711,114.716377,330.7,0.42,0.45,2022-04-30,0606,N,VIIRS,n,1,290.44,3.71,D,0
0.194784,109.804321,344.82,0.4,0.37,2022-04-30,0612,N,VIIRS,n,1,298.17,29.91,D,0
0.394351,109.926636,333.09,0.41,0.37,2022-04-30,0612,N,VIIRS,n,1,293.65,3.02,D,0
0.91593,111.163597,333.88,0.46,0.39,2022-04-30,0612,N,VIIRS,n,1,286.81,6.52,D,0
0.309497,109.620361,340.92,0.4,0.37,2022-04-30,0612,N,VIIRS,n,1,288.57,6.14,D,0
0.19818,109.80381,341.05,0.4,0.37,2022-04-30,0612,N,VIIRS,n,1,292.32,29.91,D,0
0.326313,109.639984,331.04,0.4,0.37,2022-04-30,0612,N,VIIRS,n,1,283.86,3.23,D,0
2.852019,97.683563,348.01,0.42,0.61,2022-04-30,0612,N,VIIRS,n,1,281.75,8.25,D,0
0.915294,111.159454,330.57,0.46,0.39,2022-04-30,0612,N,VIIRS,n,1,286.84,6.52,D,0
0.916118,111.160278,337.34,0.46,0.39,2022-04-30,0612,N,VIIRS,n,1,286.42,12.48,D,0
0.209361,109.25386,347.88,0.39,0.36,2022-04-30,0612,N,VIIRS,n,1,293.58,5.59,D,0
1.161948,117.680161,303.23,0.45,0.47,2022-04-30,1706,N,VIIRS,n,1,282.59,1.07,N,0
2.775629,125.407791,300.29,0.4,0.37,2022-04-30,1706,N,VIIRS,n,1,283.63,0.32,N,1
2.77902,125.408188,304.79,0.4,0.37,2022-04-30,1706,N,VIIRS,n,1,283.14,0.58,N,1
-2.573199,121.385262,304.31,0.4,0.37,2022-04-30,1712,N,VIIRS,n,1,286.75,26.92,N,2
-8.27459,123.507988,318.32,0.42,0.37,2022-04-30,1712,N,VIIRS,n,1,291.21,1.58,N,1
-8.271125,123.508354,319.87,0.42,0.37,2022-04-30,1712,N,VIIRS,n,1,292.11,1.06,N,1
-3.903909,122.423248,316.68,0.38,0.36,2022-04-30,1712,N,VIIRS,n,1,291.01,2.23,N,2
-3.902822,122.416344,311.62,0.38,0.36,2022-04-30,1712,N,VIIRS,n,1,291.49,1.39,N,2
-3.903366,122.4198,331.77,0.38,0.36,2022-04-30,1712,N,VIIRS,n,1,292.77,2.23,N,2
-3.87304,122.399788,308.35,0.38,0.36,2022-04-30,1712,N,VIIRS,n,1,291.01,1.11,N,2
-3.872496,122.396347,312.38,0.38,0.36,2022-04-30,1712,N,VIIRS,n,1,291.19,1.11,N,2
-3.871953,122.392891,309.27,0.38,0.36,2022-04-30,1712,N,VIIRS,n,1,291.06,0.82,N,0
-3.871354,122.410667,306.1,0.38,0.36,2022-04-30,1712,N,VIIRS,n,1,291.23,0.61,N,2
-3.870811,122.407211,313.76,0.38,0.36,2022-04-30,1712,N,VIIRS,n,1,292.41,1.97,N,2
-3.869725,122.400307,308.66,0.38,0.36,2022-04-30,1712,N,VIIRS,n,1,292.25,1.11,N,2
-3.870267,122.403755,320.88,0.38,0.36,2022-04-30,1712,N,VIIRS,n,1,293.4,1.97,N,2
-2.162507,115.584793,305.23,0.55,0.51,2022-04-30,1712,N,VIIRS,n,1,285.83,1.43,N,0
-2.828593,122.173737,308.4,0.39,0.36,2022-04-30,1712,N,VIIRS,n,1,280.97,1.59,N,2
-2.582195,121.376488,302.75,0.4,0.37,2022-04-30,1712,N,VIIRS,n,1,287.43,0.82,N,2
-2.579941,121.38414,316.97,0.4,0.37,2022-04-30,1712,N,VIIRS,n,1,286.42,4.16,N,2
-2.578822,121.377052,305.07,0.4,0.37,2022-04-30,1712,N,VIIRS,n,1,287.79,0.82,N,2
-2.579382,121.3806,334.39,0.4,0.37,2022-04-30,1712,N,VIIRS,n,1,287,4.16,N,2
-2.57545,121.377586,315.62,0.4,0.37,2022-04-30,1712,N,VIIRS,n,1,286.64,1.51,N,2
-2.57601,121.381149,351.36,0.4,0.37,2022-04-30,1712,N,VIIRS,n,1,291.01,26.92,N,2
-2.572078,121.378128,316,0.4,0.37,2022-04-30,1712,N,VIIRS,n,1,287,1.51,N,2
-0.931084,117.027931,303.83,0.46,0.47,2022-04-30,1712,N,VIIRS,n,1,288.75,0.72,N,0
-0.583392,117.387154,309.21,0.44,0.46,2022-04-30,1712,N,VIIRS,n,1,284.59,0.64,N,2
-8.560484,115.428612,310.71,0.45,0.47,2022-04-30,1712,N,VIIRS,n,1,291.54,1.31,N,0
-8.676204,118.208427,309.88,0.46,0.39,2022-04-30,1712,N,VIIRS,n,1,293.73,1.54,N,3
-8.675681,118.20668,307.98,0.46,0.39,2022-04-30,1712,N,VIIRS,n,1,293.47,1.24,N,0
-8.417329,117.981667,304.64,0.48,0.4,2022-04-30,1712,N,VIIRS,n,1,287.85,1.29,N,0
-6.550098,108.091476,306.51,0.74,0.76,2022-04-30,1712,N,VIIRS,n,1,283.2,1.66,N,2
-6.546785,108.091896,306.44,0.74,0.76,2022-04-30,1712,N,VIIRS,n,1,283.19,1.97,N,2
-6.375113,108.396454,327.25,0.71,0.75,2022-04-30,1712,N,VIIRS,n,1,282.24,6.65,N,3
-6.377626,108.399498,316.88,0.71,0.75,2022-04-30,1712,N,VIIRS,n,1,282.05,3.21,N,3
-6.376402,108.392891,308.7,0.71,0.75,2022-04-30,1712,N,VIIRS,n,1,282.11,3.21,N,3
1.087506,104.214905,317.24,0.45,0.47,2022-04-30,1848,N,VIIRS,n,1,289.78,3.1,N,3
-1.20318,103.382591,314,0.43,0.46,2022-04-30,1848,N,VIIRS,n,1,287.43,1.17,N,0
-1.173753,103.359505,332.19,0.43,0.46,2022-04-30,1848,N,VIIRS,n,1,287.99,3.52,N,0
-1.173841,103.358078,335.07,0.43,0.46,2022-04-30,1848,N,VIIRS,n,1,288.17,2.63,N,0
-6.008592,105.981506,312.29,0.38,0.59,2022-04-30,1854,N,VIIRS,n,1,285.81,2.13,N,2
-6.03271,105.956009,304.86,0.38,0.59,2022-04-30,1854,N,VIIRS,n,1,286.02,1.13,N,2
-4.779459,105.740273,329.09,0.35,0.57,2022-04-30,1854,N,VIIRS,n,1,276.41,1.61,N,0
-4.779004,105.737076,302.67,0.35,0.57,2022-04-30,1854,N,VIIRS,n,1,277.4,1.61,N,0
-4.779912,105.743439,297.72,0.35,0.57,2022-04-30,1854,N,VIIRS,n,1,273.77,1.12,N,0
-5.994215,105.997765,303.33,0.38,0.59,2022-04-30,1854,N,VIIRS,n,1,285.32,0.23,N,0
-6.21005,138.949463,327.71,0.39,0.36,2022-05-01,0406,N,VIIRS,n,1,294.23,2.15,D,0
-4.19469,139.011154,326.29,0.38,0.36,2022-05-01,0406,N,VIIRS,n,1,294.84,3.74,D,0
-4.192935,139.000351,330.88,0.38,0.36,2022-05-01,0406,N,VIIRS,n,1,293.17,3.25,D,0
-3.52572,138.384308,330.61,0.39,0.36,2022-05-01,0406,N,VIIRS,n,1,292.34,2.72,D,0
-6.510947,140.979095,329.79,0.39,0.36,2022-05-01,0406,N,VIIRS,n,1,281.76,2.16,D,0
0.906556,116.798424,336.99,0.51,0.41,2022-05-01,0548,N,VIIRS,n,1,297.01,15.92,D,0
0.324959,109.109062,342.38,0.5,0.41,2022-05-01,0548,N,VIIRS,n,1,299.2,33.98,D,0
-8.467278,117.043816,332.69,0.42,0.38,2022-05-01,0548,N,VIIRS,n,1,294.15,4.01,D,0
-8.113788,112.924797,339.02,0.41,0.37,2022-05-01,0548,N,VIIRS,n,1,296.96,7.43,D,1
-6.761261,111.960167,330.55,0.44,0.38,2022-05-01,0548,N,VIIRS,n,1,295.09,2.63,D,3
-3.903121,122.422195,332.09,0.33,0.55,2022-05-01,0548,N,VIIRS,n,1,295.81,3.3,D,2
-3.903629,122.419159,333.42,0.33,0.55,2022-05-01,0548,N,VIIRS,n,1,296.09,3.3,D,2
-3.871234,122.408775,329.45,0.33,0.55,2022-05-01,0548,N,VIIRS,n,1,296.28,3.49,D,2
-2.070078,104.069977,332.41,0.39,0.59,2022-05-01,0548,N,VIIRS,n,1,286.83,2.06,D,0
-3.87222,122.402725,333.52,0.33,0.55,2022-05-01,0548,N,VIIRS,n,1,296.67,5.99,D,2
-3.287574,119.603043,330.97,0.44,0.46,2022-05-01,0548,N,VIIRS,n,1,294.38,2.88,D,0
-2.833839,122.16127,327.52,0.33,0.55,2022-05-01,0548,N,VIIRS,n,1,293.5,2.18,D,2
-2.828674,122.160683,328.36,0.33,0.55,2022-05-01,0548,N,VIIRS,n,1,294.55,2.18,D,2
-2.575907,121.386093,337.47,0.59,0.53,2022-05-01,0548,N,VIIRS,n,1,293.03,25.37,D,2
-2.576816,121.380531,338.47,0.59,0.53,2022-05-01,0548,N,VIIRS,n,1,297.92,34.6,D,2
-2.570105,121.37664,327.02,0.59,0.53,2022-05-01,0548,N,VIIRS,n,1,294.48,6.37,D,2
0.298101,109.290337,334.1,0.49,0.4,2022-05-01,0548,N,VIIRS,n,1,295.88,3.57,D,0
-3.871727,122.405746,331.32,0.33,0.55,2022-05-01,0548,N,VIIRS,n,1,295.57,3.49,D,2
-1.31999,110.494774,331.22,0.45,0.39,2022-05-01,0548,N,VIIRS,n,1,293.99,2.64,D,0
-1.317926,110.498398,331.56,0.45,0.39,2022-05-01,0548,N,VIIRS,n,1,294,3.24,D,0
-2.514738,103.213303,326.62,0.45,0.63,2022-05-01,0548,N,VIIRS,n,1,280.65,4.11,D,0
-2.50994,103.161438,328.86,0.45,0.63,2022-05-01,0548,N,VIIRS,n,1,281.29,1.28,D,0
-2.514491,103.21302,332.87,0.45,0.63,2022-05-01,0548,N,VIIRS,n,1,280.69,4.17,D,0
-0.844255,117.269402,330.77,0.52,0.41,2022-05-01,0548,N,VIIRS,n,1,294.3,4.07,D,0
0.321195,109.109619,344.14,0.5,0.41,2022-05-01,0548,N,VIIRS,n,1,301.52,33.98,D,0
-1.769368,105.574318,340.56,0.6,0.53,2022-05-01,0548,N,VIIRS,n,1,291.51,13.24,D,0
-1.764446,105.573601,334.7,0.6,0.53,2022-05-01,0548,N,VIIRS,n,1,289.85,13.24,D,0
0.550916,120.391441,340.58,0.57,0.52,2022-05-01,0548,N,VIIRS,n,1,292.84,12.57,D,0
-1.672867,105.635727,327.97,0.6,0.53,2022-05-01,0548,N,VIIRS,n,1,290.52,3.22,D,0
0.664674,116.830864,333.03,0.51,0.41,2022-05-01,0548,N,VIIRS,n,1,292.26,1.49,D,0
0.856846,117.824997,330.57,0.39,0.44,2022-05-01,0548,N,VIIRS,n,1,293.55,2.45,D,0
0.860888,117.82444,334.88,0.39,0.44,2022-05-01,0548,N,VIIRS,n,1,293.04,3.71,D,0
1.495006,127.632027,335.86,0.39,0.36,2022-05-01,1648,N,VIIRS,n,1,289.5,9.41,N,1
-1.902125,115.863487,317.6,0.56,0.69,2022-05-01,1648,N,VIIRS,n,1,285.76,2.77,N,0
-1.900201,115.865921,306.12,0.56,0.69,2022-05-01,1648,N,VIIRS,n,1,285.44,1.61,N,0
-1.89938,115.860802,303.99,0.56,0.69,2022-05-01,1648,N,VIIRS,n,1,285.47,2.06,N,0
-2.861512,122.161255,305.45,0.41,0.45,2022-05-01,1648,N,VIIRS,n,1,291.65,1.11,N,0
-2.836157,122.161346,307.01,0.41,0.45,2022-05-01,1648,N,VIIRS,n,1,292.13,1.91,N,2
-2.834944,122.1539,311.91,0.41,0.45,2022-05-01,1648,N,VIIRS,n,1,291.35,1.08,N,2
-2.833852,122.173134,308.58,0.41,0.45,2022-05-01,1648,N,VIIRS,n,1,293.02,1.95,N,2
-2.832627,122.165611,315.41,0.41,0.45,2022-05-01,1648,N,VIIRS,n,1,293.59,3.37,N,2
-2.832012,122.161865,310.28,0.41,0.45,2022-05-01,1648,N,VIIRS,n,1,293.49,1.91,N,2
-2.830811,122.154503,305.99,0.41,0.45,2022-05-01,1648,N,VIIRS,n,1,291.62,1.08,N,2
-2.828488,122.166168,313.35,0.41,0.45,2022-05-01,1648,N,VIIRS,n,1,292.55,2.84,N,2
-2.82971,122.173645,337.8,0.41,0.45,2022-05-01,1648,N,VIIRS,n,1,293.35,4.85,N,2
-2.579149,121.384827,337.1,0.46,0.47,2022-05-01,1648,N,VIIRS,n,1,285.66,6.69,N,2
-2.578485,121.380806,333.08,0.46,0.47,2022-05-01,1648,N,VIIRS,n,1,286.05,6.69,N,2
-2.573473,121.377556,302.71,0.46,0.47,2022-05-01,1648,N,VIIRS,n,1,285.72,1.6,N,2
-2.574813,121.385658,328.09,0.46,0.47,2022-05-01,1648,N,VIIRS,n,1,288.5,15.01,N,2
-2.574143,121.381599,341.66,0.46,0.47,2022-05-01,1648,N,VIIRS,n,1,287.89,15.01,N,2
-2.573268,121.380142,312.82,0.46,0.47,2022-05-01,1648,N,VIIRS,n,1,285.97,8.73,N,2
-2.573911,121.384209,340.8,0.46,0.47,2022-05-01,1648,N,VIIRS,n,1,288.85,8.73,N,2
-1.380653,122.479706,314.54,0.41,0.45,2022-05-01,1648,N,VIIRS,n,1,290.48,1.23,N,2
-1.531192,127.421989,307.7,0.38,0.36,2022-05-01,1648,N,VIIRS,n,1,293.29,1.26,N,2
